id	logFC	AveExpr	t	P.Value	adj.P.Val	B
PPIF	1.032388316	5.783748153	11.40098929	2.23E-27	2.44E-26	51.14136905
CHEK2	1.266533255	3.576613819	11.38754265	2.54E-27	2.77E-26	51.01570527
PIF1	1.90632872	1.45001775	11.38471629	2.60E-27	2.84E-26	50.98930405
RADX	-2.060789505	0.994246578	-11.38024429	2.72E-27	2.96E-26	50.94753934
PFKP	1.793506085	6.832110881	11.3696016	3.00E-27	3.27E-26	50.84818787
CPXM1	2.11337276	3.154179368	11.36299792	3.19E-27	3.48E-26	50.7865714
MITF	-1.390971263	3.828379838	-11.35069922	3.59E-27	3.91E-26	50.6718782
PPARGC1B	-1.53922722	2.365694447	-11.35026614	3.60E-27	3.92E-26	50.66784093
SOX18	-1.609541701	2.591513316	-11.34686323	3.72E-27	4.04E-26	50.63612147
TXNDC17	1.440475553	5.901872025	11.34454311	3.80E-27	4.13E-26	50.6144986
FGF11	2.187451934	-0.565456756	11.34428118	3.81E-27	4.13E-26	50.61205767
GMNN	1.219191582	3.960462276	11.3434767	3.84E-27	4.16E-26	50.60456085
RAD51AP1	1.738263254	2.782241016	11.34295984	3.86E-27	4.18E-26	50.59974457
PHLDB2	-1.785348893	4.546768478	-11.33560737	4.13E-27	4.47E-26	50.53124634
DUS1L	1.086127786	6.571468896	11.33412081	4.19E-27	4.53E-26	50.51740054
FGD3	-1.327017435	3.89413244	-11.32792131	4.44E-27	4.80E-26	50.45967094
BTK	-1.612711791	3.688204928	-11.31804118	4.88E-27	5.26E-26	50.36770959
LEFTY2	-2.541134302	-0.593466301	-11.31363533	5.08E-27	5.47E-26	50.32671789
SLFN13	1.565848388	5.162288163	11.3117232	5.17E-27	5.57E-26	50.30893077
S1PR5	-1.844889553	-0.261300469	-11.31147425	5.19E-27	5.57E-26	50.30661515
GYG2	2.011505898	3.070603826	11.30977814	5.27E-27	5.66E-26	50.29083937
LSAMP	-1.822205093	3.428113476	-11.30871129	5.32E-27	5.71E-26	50.28091724
MYRF	-2.593291735	4.566571764	-11.3059443	5.46E-27	5.86E-26	50.2551859
BICDL1	1.810361771	3.957833617	11.30424454	5.55E-27	5.95E-26	50.23938116
FBXO32	1.71692746	5.494079036	11.3040308	5.56E-27	5.96E-26	50.23739391
INKA1	-1.420785366	0.692431599	-11.30218086	5.66E-27	6.05E-26	50.22019471
CCN2	-1.758280455	7.354763784	-11.2981408	5.88E-27	6.28E-26	50.18263994
CCDC167	1.296379803	3.759217366	11.29759385	5.91E-27	6.31E-26	50.17755641
TNFSF13	-1.37072609	4.3660357	-11.29483221	6.06E-27	6.47E-26	50.1518911
COLGALT2	-2.364500274	0.845712597	-11.29433688	6.09E-27	6.49E-26	50.14728817
TBX5	-1.679337159	2.972693878	-11.29326159	6.15E-27	6.55E-26	50.1372964
ZFP36	-1.838024533	7.702857564	-11.28787628	6.47E-27	6.89E-26	50.0872642
PITX2	4.236117904	0.194139068	11.2869173	6.53E-27	6.94E-26	50.07835644
TMTC4	1.069955844	4.666331327	11.28679042	6.54E-27	6.95E-26	50.07717787
ETS1	-1.284635711	6.711676111	-11.28225491	6.82E-27	7.24E-26	50.03505539
TMEM220	-1.602502432	2.202588378	-11.28098351	6.90E-27	7.33E-26	50.02324951
BAIAP2L1	1.110785685	6.321944391	11.28079765	6.91E-27	7.33E-26	50.0215238
CKS1B	1.472471111	4.467432553	11.28061904	6.93E-27	7.34E-26	50.01986531
CA3	-2.556304797	0.984757522	-11.28060257	6.93E-27	7.34E-26	50.0197124
SYNGR3	2.253866369	1.035483405	11.27651567	7.20E-27	7.62E-26	49.98176928
ULK2	-1.000369011	4.51243786	-11.26214062	8.23E-27	8.71E-26	49.84838078
ABLIM3	-1.870579066	3.906092127	-11.25282195	8.98E-27	9.49E-26	49.7619702
FHL2	2.004406905	5.387425578	11.24752819	9.44E-27	9.96E-26	49.71290262
NR4A3	-2.413839836	3.167374403	-11.24465216	9.70E-27	1.02E-25	49.68625121
BST1	-1.470965374	2.575125807	-11.24391364	9.76E-27	1.03E-25	49.6794082
SIRPA	-1.437664997	5.771941233	-11.23926543	1.02E-26	1.07E-25	49.63634555
CD302	-1.660611826	3.85279945	-11.2332061	1.08E-26	1.13E-25	49.58022724
LAMC3	-1.987679787	3.807107552	-11.23295302	1.08E-26	1.14E-25	49.57788374
LAMB2	-1.069242108	7.470163546	-11.2328029	1.08E-26	1.14E-25	49.57649366
AKAP7	-1.244115305	2.415949665	-11.23199446	1.09E-26	1.14E-25	49.56900802
PIK3R1	-1.123258578	5.637381521	-11.23043688	1.11E-26	1.16E-25	49.55458669
BOP1	1.458215195	5.590327601	11.22849345	1.13E-26	1.18E-25	49.53659468
DCSTAMP	-2.363917785	0.429939391	-11.22613544	1.15E-26	1.21E-25	49.51476732
FPR1	-2.004103737	3.534783932	-11.22518663	1.16E-26	1.22E-25	49.50598526
BRI3BP	1.074511461	4.807287046	11.22165254	1.20E-26	1.26E-25	49.47327866
DNAJB4	-1.356772418	4.093453604	-11.21946482	1.23E-26	1.28E-25	49.4530355
GPC2	2.286018909	0.288161433	11.21901269	1.23E-26	1.28E-25	49.44885229
TLL1	-1.823943938	1.285012107	-11.21173266	1.32E-26	1.37E-25	49.38150984
MAFF	-1.254681355	4.948169761	-11.19933858	1.48E-26	1.54E-25	49.26692641
MYH11	-2.352936368	6.18713993	-11.1971914	1.51E-26	1.57E-25	49.24708407
FAM181A	-2.79009537	-1.519894045	-11.19229556	1.58E-26	1.64E-25	49.20185035
TMEM164	-1.048302193	5.969477094	-11.18603908	1.68E-26	1.74E-25	49.14406426
CHTF18	1.571991567	3.715718396	11.17882466	1.79E-26	1.85E-25	49.07745647
SLCO2B1	-1.733967607	6.37698896	-11.17793502	1.81E-26	1.87E-25	49.06924472
TMEM255B	-1.209528407	2.743278278	-11.17654219	1.83E-26	1.89E-25	49.05638927
GRID1	-1.680124396	0.655535113	-11.17586724	1.84E-26	1.90E-25	49.05016002
SELENOI	1.118803608	5.625561004	11.17125619	1.92E-26	1.98E-25	49.00761009
ADCK5	1.426792423	3.459741678	11.16387425	2.06E-26	2.12E-25	48.93951492
TIMP1	1.476280408	8.550687927	11.15395785	2.26E-26	2.32E-25	48.84808673
GAD1	2.883446944	0.554386456	11.14963656	2.35E-26	2.42E-25	48.80826151
IGFL2	2.922858527	-0.081498129	11.14945649	2.36E-26	2.42E-25	48.80660211
RASSF2	-1.39101748	5.10504005	-11.14526741	2.45E-26	2.51E-25	48.76800541
INSYN1	-2.25524005	0.612869341	-11.14183869	2.53E-26	2.59E-25	48.7364214
SH2B3	-1.045989199	5.212939637	-11.13700603	2.65E-26	2.71E-25	48.69191574
PRDX4	1.282285452	6.665216539	11.12203154	3.04E-26	3.10E-25	48.55409053
LPXN	-1.181310788	4.580596303	-11.12166965	3.05E-26	3.11E-25	48.55076121
DDX11	1.433358767	4.357130859	11.11745024	3.17E-26	3.23E-25	48.51194856
DECR2	1.2202998	4.20772817	11.10294211	3.63E-26	3.69E-25	48.37856786
AQP1	-2.683420147	7.840966239	-11.09886056	3.77E-26	3.83E-25	48.34106463
FAP	1.943924832	3.870071968	11.09809877	3.80E-26	3.85E-25	48.33406602
ERBB4	-2.88547216	1.009258926	-11.09501343	3.91E-26	3.96E-25	48.30572371
MSMO1	-1.166762846	6.287628386	-11.08698965	4.21E-26	4.26E-25	48.23204064
CENPM	1.677553474	2.60559465	11.08294103	4.37E-26	4.41E-25	48.19487515
MCM8	1.187820218	3.851295106	11.08148118	4.43E-26	4.47E-25	48.18147623
ST6GALNAC2	-2.026585858	3.649910911	-11.07855313	4.55E-26	4.59E-25	48.15460521
CD33	-1.668176247	2.398741787	-11.07657256	4.63E-26	4.67E-25	48.13643197
ASPRV1	-1.153191838	-0.138715937	-11.06953113	4.95E-26	4.98E-25	48.07183872
TSPAN12	-1.490675832	5.317235575	-11.06889357	4.98E-26	5.01E-25	48.06599159
KCNJ8	-1.652120746	3.48315255	-11.06848474	4.99E-26	5.02E-25	48.06224223
CABLES2	1.117139705	3.834755655	11.06265584	5.27E-26	5.29E-25	48.0087957
EMP1	-1.540808757	6.996086172	-11.0622822	5.29E-26	5.31E-25	48.00537036
INSIG1	-1.139758623	5.684365492	-11.0588554	5.46E-26	5.47E-25	47.97395858
ARHGAP29	-1.358750789	5.658390107	-11.05824556	5.49E-26	5.50E-25	47.96836919
DUSP1	-1.908530699	8.014228242	-11.05805879	5.50E-26	5.51E-25	47.96665737
CP	2.980145259	7.301469044	11.05632646	5.59E-26	5.59E-25	47.95078116
PRDM5	-1.378427843	2.366573902	-11.04767752	6.05E-26	6.05E-25	47.87154114
KCNMB3	1.466961849	1.189062221	11.03926498	6.54E-26	6.52E-25	47.79450621
SRD5A1	1.305627046	4.543517433	11.0386556	6.58E-26	6.56E-25	47.78892754
VASH1	-1.156853266	4.621525647	-11.03507497	6.80E-26	6.77E-25	47.7561521
ST14	1.326483083	7.994547218	11.03468234	6.83E-26	6.79E-25	47.75255856
ADAMTS15	-1.991879914	1.932495534	-11.0296865	7.15E-26	7.11E-25	47.70684168
MYOZ3	-1.55528709	-0.299776072	-11.02704392	7.33E-26	7.28E-25	47.68266506
CA9	4.084859791	1.685493135	11.02687086	7.34E-26	7.28E-25	47.68108187
ADCY9	-1.346438655	5.381375192	-11.02528419	7.45E-26	7.39E-25	47.66656763
LAD1	1.728150305	6.783750867	11.01926625	7.87E-26	7.80E-25	47.61153026
PAQR5	-1.91345748	3.439591792	-11.01696818	8.04E-26	7.96E-25	47.59051831
TTYH3	1.306201207	6.987748918	11.01692344	8.04E-26	7.96E-25	47.59010932
GPRIN2	-2.298923947	2.715956981	-11.01657109	8.07E-26	7.98E-25	47.58688798
AGPAT4	-1.340519984	3.07484176	-11.01182384	8.43E-26	8.33E-25	47.54349273
BMP2	-2.202957303	4.229187224	-11.00815731	8.72E-26	8.61E-25	47.50998502
STON1	-1.346605632	2.98191406	-11.00250067	9.19E-26	9.06E-25	47.45830457
C1QA	-1.909233142	7.381725201	-11.00184461	9.24E-26	9.11E-25	47.45231175
SMARCA2	-1.069555912	6.263231057	-10.99854695	9.53E-26	9.38E-25	47.42219284
ALDH2	-1.452561479	7.716377057	-10.99842216	9.54E-26	9.39E-25	47.42105317
ASNS	1.354267155	4.938553894	10.99654873	9.71E-26	9.55E-25	47.40394511
THRA	-1.040349097	5.353252446	-10.99389528	9.95E-26	9.78E-25	47.37971723
PYGM	-1.468100384	0.160212695	-10.98659484	1.06E-25	1.04E-24	47.31307909
ATAT1	1.141187168	3.679040451	10.97573961	1.18E-25	1.15E-24	47.21404717
DTYMK	1.168561069	4.755453054	10.97377638	1.20E-25	1.17E-24	47.19614371
RUNX2	1.386853707	3.916647416	10.97377118	1.20E-25	1.17E-24	47.19609621
SLC25A39	1.109194622	7.283762372	10.96971558	1.24E-25	1.22E-24	47.15911822
CCDC169	2.175939996	-0.046480827	10.96639303	1.28E-25	1.25E-24	47.12883066
SLC2A9	-1.237023743	2.114641456	-10.96309155	1.32E-25	1.29E-24	47.09874129
ADAM12	2.458189668	3.84317809	10.96286922	1.32E-25	1.29E-24	47.09671516
CYS1	-2.419866966	1.926834577	-10.95943711	1.37E-25	1.33E-24	47.06544204
KIF26A	-2.069577067	1.668915854	-10.95686707	1.40E-25	1.36E-24	47.04202828
CNTD2	2.896566664	0.605049027	10.95641848	1.40E-25	1.37E-24	47.0379419
TBC1D4	-1.068670052	4.705895504	-10.95218017	1.46E-25	1.42E-24	46.99933873
SFTPA1	-5.033146803	9.533715455	-10.94988993	1.49E-25	1.45E-24	46.97848293
ADAM8	1.791854342	5.526556667	10.94868426	1.51E-25	1.47E-24	46.96750491
KAZN	-1.628959977	3.076082768	-10.94218286	1.60E-25	1.55E-24	46.90832098
PRR11	1.82189466	3.543026203	10.94168595	1.61E-25	1.56E-24	46.90379851
ANKRD22	2.320512305	3.416052112	10.94162553	1.61E-25	1.56E-24	46.90324854
GRTP1	1.289769655	3.476274945	10.9405766	1.62E-25	1.57E-24	46.89370243
ADAM28	1.924117755	4.537641414	10.94013892	1.63E-25	1.58E-24	46.88971934
NGEF	2.74045759	2.295659107	10.93750559	1.67E-25	1.62E-24	46.86575708
GAB2	-1.166754275	5.464390513	-10.93427019	1.72E-25	1.66E-24	46.83632151
GABARAPL1	-1.196309615	6.082617701	-10.93425932	1.72E-25	1.66E-24	46.83622259
PTPRO	-1.772577078	2.584335245	-10.92885496	1.81E-25	1.75E-24	46.78706684
BLACAT1	2.413245824	1.569262411	10.92864248	1.81E-25	1.75E-24	46.78513451
MARVELD3	1.266770399	4.01442283	10.92702274	1.84E-25	1.77E-24	46.77040541
DBF4B	1.180328918	2.997153172	10.92680969	1.84E-25	1.78E-24	46.76846812
TTLL7	-2.09548419	2.229458766	-10.92648357	1.85E-25	1.78E-24	46.76550278
SEMA4B	1.426374883	7.282629429	10.92588186	1.86E-25	1.79E-24	46.76003167
CD3EAP	1.052797499	2.376211781	10.92392483	1.89E-25	1.82E-24	46.74223856
C1orf87	-3.352907152	-0.913994488	-10.92376348	1.90E-25	1.82E-24	46.74077173
CETP	-1.231940461	0.759596848	-10.91790426	2.00E-25	1.92E-24	46.68751347
ARHGAP30	-1.29356869	5.232319098	-10.91657187	2.03E-25	1.94E-24	46.67540524
PUS1	1.070972018	4.358588807	10.91122721	2.13E-25	2.04E-24	46.62684472
CENPH	1.224929524	2.817494872	10.91025159	2.15E-25	2.05E-24	46.61798219
IL22RA2	2.656632579	-0.61978464	10.90755952	2.20E-25	2.10E-24	46.59353005
ITIH3	-1.616579569	0.522536488	-10.90157954	2.32E-25	2.22E-24	46.53922812
MS4A2	-2.478507087	1.718200781	-10.90093691	2.34E-25	2.23E-24	46.53339383
GPC5	-2.768950057	-0.371839401	-10.90009706	2.36E-25	2.24E-24	46.52576936
MEIS1	-1.23894879	3.794987817	-10.89899657	2.38E-25	2.27E-24	46.51577937
DCN	-1.718957901	8.409992875	-10.89278338	2.52E-25	2.40E-24	46.45938972
FLRT3	-2.388929218	5.073217737	-10.88930784	2.60E-25	2.47E-24	46.42785575
TTC7B	-1.052871066	3.831286634	-10.88894181	2.61E-25	2.48E-24	46.4245351
PDE1C	-2.257074488	1.557004893	-10.88203709	2.78E-25	2.63E-24	46.36190921
RASSF8	-1.640539093	4.431441888	-10.88160638	2.79E-25	2.64E-24	46.35800355
MNDA	-1.767021064	4.015163014	-10.87961617	2.84E-25	2.69E-24	46.33995773
PIK3IP1	-1.132071858	5.759761979	-10.87829654	2.88E-25	2.72E-24	46.32799347
PKP3	1.382222939	6.058944766	10.87667696	2.92E-25	2.76E-24	46.31331107
GMDS	1.236787636	4.662805085	10.87337814	3.01E-25	2.84E-24	46.28340996
CDCA4	1.253629508	4.010376503	10.87303437	3.02E-25	2.85E-24	46.28029428
EMILIN2	-1.289730272	4.903222068	-10.86669919	3.20E-25	3.01E-24	46.22288921
SULF1	2.17121858	6.63522381	10.86026889	3.39E-25	3.19E-24	46.16464513
CYP2U1	-1.089597451	3.306923536	-10.85692502	3.50E-25	3.29E-24	46.13436632
CCN1	-1.725341308	7.282943587	-10.85595606	3.53E-25	3.31E-24	46.12559347
NXPE3	-1.149220485	4.235616299	-10.85582523	3.53E-25	3.32E-24	46.12440901
PXDC1	-1.2175877	5.091950562	-10.85559171	3.54E-25	3.32E-24	46.12229489
MB	2.884481417	2.011272126	10.85452439	3.57E-25	3.35E-24	46.11263239
SCGB1A1	-5.746976243	3.856905099	-10.85350807	3.61E-25	3.38E-24	46.10343209
B4GALNT4	3.438129777	1.779485653	10.85137438	3.68E-25	3.44E-24	46.0841188
MYEOV	3.920111939	1.74697615	10.83465692	4.29E-25	4.00E-24	45.9328872
CCHCR1	1.065522881	4.696131432	10.8302855	4.46E-25	4.16E-24	45.89336766
PABPC1L	1.974051205	4.508021045	10.83010139	4.47E-25	4.17E-24	45.89170342
STEAP1	2.326279518	3.684277933	10.82920387	4.50E-25	4.20E-24	45.88359092
MYOM2	-1.808523001	0.56041786	-10.82462233	4.70E-25	4.38E-24	45.84218605
PTGDS	-2.236020063	5.574209192	-10.82390516	4.73E-25	4.40E-24	45.83570575
P4HB	1.016783855	10.18283219	10.82068659	4.87E-25	4.53E-24	45.80662687
MATN3	-1.983588435	2.887967643	-10.81760076	5.01E-25	4.66E-24	45.77875263
TYROBP	-1.751007539	6.055302333	-10.8158982	5.09E-25	4.73E-24	45.76337568
WFDC3	2.863348222	1.998572275	10.81535074	5.11E-25	4.75E-24	45.75843158
DAB2	-1.275309257	6.051486422	-10.81272824	5.23E-25	4.86E-24	45.73475012
ZNF107	1.162592293	3.741538501	10.81162511	5.29E-25	4.90E-24	45.72478991
CCND2	-1.490022585	5.259705941	-10.80978365	5.38E-25	4.98E-24	45.70816475
SFTPA2	-4.79690779	9.953952537	-10.8054761	5.59E-25	5.18E-24	45.66928252
FBXO41	1.525911963	3.483126615	10.80460156	5.64E-25	5.22E-24	45.66138974
FBXL19	1.107641043	4.509249329	10.80369966	5.68E-25	5.26E-24	45.65325053
HSPB7	-1.77849486	1.985122119	-10.79795486	5.99E-25	5.52E-24	45.60141686
CLDN11	-1.986658482	1.796611351	-10.7914085	6.36E-25	5.86E-24	45.5423736
ARHGAP40	3.133299695	2.12518195	10.78013869	7.04E-25	6.48E-24	45.44078482
PCDH10	-2.186835119	-1.065298509	-10.78011806	7.04E-25	6.48E-24	45.44059891
AK1	-1.531613053	4.021265308	-10.77957334	7.08E-25	6.51E-24	45.43569048
MYOCD	-2.491729306	0.439484863	-10.77269537	7.54E-25	6.93E-24	45.37372807
DMBX1	3.014463975	-1.00154467	10.76924295	7.78E-25	7.13E-24	45.34263585
MTHFD2	1.387740937	6.053908937	10.76742979	7.91E-25	7.24E-24	45.32630936
C1QB	-1.934338067	7.620060223	-10.76564871	8.04E-25	7.36E-24	45.31027362
EHD2	-1.516620399	7.12609172	-10.765055	8.08E-25	7.39E-24	45.30492853
IRX1	-3.362534434	-0.499512279	-10.76067387	8.41E-25	7.69E-24	45.26549248
BARX2	3.034677443	2.007170741	10.74227049	9.94E-25	9.08E-24	45.0999555
LNX2	-1.050188859	5.214011881	-10.74178079	9.98E-25	9.11E-24	45.09555321
RPGR	-1.039116857	3.288425965	-10.73972901	1.02E-24	9.27E-24	45.07711002
CASKIN1	2.319780075	-0.794399128	10.73967807	1.02E-24	9.27E-24	45.0766522
CLEC4E	-2.039948309	1.538308558	-10.73814937	1.03E-24	9.38E-24	45.06291248
CEACAM21	-1.729138668	1.309415434	-10.73159376	1.09E-24	9.94E-24	45.00400673
FCGR3B	-2.445496112	0.782631365	-10.73035158	1.11E-24	1.00E-23	44.99284784
KANK4	-2.379849324	0.830617759	-10.72796154	1.13E-24	1.03E-23	44.97137973
CCT5	1.105091378	7.667029348	10.72480829	1.16E-24	1.06E-23	44.9430612
ALPK2	2.316813518	-0.147795287	10.72272195	1.19E-24	1.07E-23	44.92432738
FLVCR1	1.11339219	4.39911751	10.71896689	1.23E-24	1.11E-23	44.8906159
RHOV	2.807914202	3.291654802	10.70853731	1.35E-24	1.22E-23	44.79702505
PPP4R4	-2.412185516	0.16346717	-10.70589731	1.38E-24	1.25E-23	44.77334449
CDC14A	-1.181246076	2.962689482	-10.69237873	1.56E-24	1.41E-23	44.65214615
MTURN	-1.503580788	5.149087287	-10.68498128	1.67E-24	1.50E-23	44.58586966
ARRDC4	-1.363616281	4.455129075	-10.68033104	1.74E-24	1.56E-23	44.5442223
MYLK	-1.4513923	6.566708433	-10.67864818	1.77E-24	1.59E-23	44.52915371
TMEM132A	1.724100671	5.323013518	10.67322608	1.86E-24	1.66E-23	44.4806144
SCARF1	-1.363587204	4.121843919	-10.67288254	1.86E-24	1.67E-23	44.4775395
DCST2	1.884422896	0.597165196	10.67102756	1.89E-24	1.69E-23	44.46093767
HMBS	1.092126345	4.668437996	10.66926555	1.93E-24	1.72E-23	44.44516977
HVCN1	-1.108823742	3.158024738	-10.66903334	1.93E-24	1.72E-23	44.44309185
ZNF385B	-3.252880128	2.669647927	-10.66859632	1.94E-24	1.73E-23	44.43918142
ZMYND15	-1.335471447	2.567747232	-10.65201962	2.25E-24	2.01E-23	44.2909321
CEACAM1	1.698841611	5.316667957	10.64838269	2.32E-24	2.07E-23	44.25842712
ZBTB16	-3.111456776	1.449881332	-10.64715649	2.35E-24	2.09E-23	44.24746968
B3GALNT1	-1.580290491	3.687172894	-10.64626327	2.37E-24	2.11E-23	44.23948829
GALNT13	-2.977426544	0.562156075	-10.64231575	2.46E-24	2.18E-23	44.20422073
TMSB15A	-1.957120354	-1.097363891	-10.64109504	2.48E-24	2.20E-23	44.19331659
ARMCX1	-1.224522527	3.531366832	-10.63853554	2.54E-24	2.25E-23	44.1704563
URB1	1.014744311	5.700398725	10.63743942	2.57E-24	2.28E-23	44.16066736
VSTM4	-1.494102546	4.045924637	-10.63682233	2.58E-24	2.29E-23	44.15515679
TCF4	-1.300004994	5.73891235	-10.63284305	2.67E-24	2.37E-23	44.11962697
TRPM8	3.679465056	0.227695044	10.6295216	2.76E-24	2.44E-23	44.08997768
FAR2	-1.535572496	2.924242316	-10.62574665	2.85E-24	2.52E-23	44.05628776
C19orf48	1.261995241	5.171113602	10.61968943	3.01E-24	2.66E-23	44.00224658
CCNO	2.432520955	2.38664468	10.61772227	3.06E-24	2.70E-23	43.98470055
LY86	-1.67815831	3.08663947	-10.61734983	3.08E-24	2.71E-23	43.98137885
SLC52A2	1.278040471	6.102547977	10.60293703	3.50E-24	3.08E-23	43.8528947
SGCB	-1.035442854	4.845834597	-10.58718023	4.03E-24	3.54E-23	43.71256571
FUT8	1.232361215	5.734252226	10.58619797	4.07E-24	3.57E-23	43.70382241
CLDN12	1.057369508	6.031889781	10.58459207	4.13E-24	3.62E-23	43.68952935
WNT2B	-1.361678994	1.926183114	-10.58158859	4.24E-24	3.72E-23	43.6628011
MEST	1.221583281	5.860819267	10.58017049	4.30E-24	3.77E-23	43.6501832
CAD	1.02100339	5.918606064	10.57966256	4.32E-24	3.78E-23	43.64566398
GIPC3	-1.294103557	2.182031466	-10.57557732	4.48E-24	3.92E-23	43.60932196
ALG1L	2.655946565	1.718756434	10.57148706	4.65E-24	4.06E-23	43.57294493
PLXNB3	2.689585367	3.368416949	10.5620384	5.06E-24	4.42E-23	43.48894938
KCNE1	-1.951174501	-0.463938251	-10.56127596	5.09E-24	4.45E-23	43.48217374
TMED3	1.088523751	6.942780039	10.55987471	5.16E-24	4.50E-23	43.46972207
ADAMTS16	2.410644122	1.714003764	10.55738006	5.27E-24	4.60E-23	43.44755714
ATAD3B	1.341433104	4.479129856	10.55540687	5.37E-24	4.68E-23	43.43002784
GEN1	1.065215282	3.664975971	10.5530447	5.48E-24	4.77E-23	43.40904596
PTGFR	-2.526681447	0.72556222	-10.55289943	5.49E-24	4.78E-23	43.40775577
HRCT1	-1.929969532	0.332079941	-10.55058674	5.60E-24	4.87E-23	43.38721665
GCSAML	-2.102384106	-0.666745906	-10.54990514	5.64E-24	4.90E-23	43.38116397
ANXA8	-3.103814397	-0.278708558	-10.54526243	5.88E-24	5.10E-23	43.33994297
TNNI2	-2.059409232	0.523836494	-10.54507671	5.89E-24	5.11E-23	43.33829431
SEMA3B	-2.307055998	4.675053916	-10.54489275	5.90E-24	5.12E-23	43.33666125
SCN1A	-2.983955868	0.720675695	-10.53823535	6.26E-24	5.43E-23	43.27757574
TNFRSF25	1.758211138	3.329967767	10.53488421	6.45E-24	5.59E-23	43.24784351
ARHGEF10	-1.138408794	4.879228587	-10.52918963	6.79E-24	5.88E-23	43.19733442
PCDHGA12	-1.514684603	0.758349037	-10.52829537	6.84E-24	5.92E-23	43.18940436
ENO1	1.099579254	10.66861247	10.52541212	7.02E-24	6.07E-23	43.16383952
COL5A2	1.835784567	7.04315975	10.52288537	7.18E-24	6.21E-23	43.14143956
DIPK2A	-1.081147702	4.398071618	-10.51869017	7.46E-24	6.44E-23	43.10425678
CDKL5	-1.182961626	4.319844635	-10.51776996	7.52E-24	6.49E-23	43.09610221
TPPP	-2.213855237	3.887052251	-10.51653189	7.60E-24	6.56E-23	43.08513156
APH1B	-1.06946328	3.976527934	-10.50944734	8.10E-24	6.98E-23	43.02237194
SIX1	2.537591108	3.843608717	10.50683169	8.29E-24	7.14E-23	42.99920812
DNAJC12	3.072132921	2.98602642	10.50677753	8.30E-24	7.14E-23	42.99872851
FCN1	-2.086131716	3.253824093	-10.50122568	8.72E-24	7.50E-23	42.94957545
HPDL	2.258346501	-0.078891809	10.50107372	8.73E-24	7.51E-23	42.94823031
GALNT14	2.77664812	3.141021908	10.50036231	8.79E-24	7.55E-23	42.94193327
ZP3	1.835359095	2.126670604	10.49990452	8.82E-24	7.57E-23	42.93788127
THEMIS2	-1.186939466	5.532408106	-10.49405976	9.30E-24	7.98E-23	42.88615867
TBX15	2.8076804	2.037841182	10.49185327	9.48E-24	8.13E-23	42.86663771
MID1IP1	-1.178910865	6.136511628	-10.49013242	9.63E-24	8.25E-23	42.85141524
ARHGAP25	-1.101161454	4.260491246	-10.48696622	9.90E-24	8.48E-23	42.82341174
RAB8B	-1.071946718	5.124734515	-10.47940913	1.06E-23	9.07E-23	42.75659649
DHCR24	-1.175020708	9.254474832	-10.47223615	1.13E-23	9.65E-23	42.69320799
HCK	-1.627338705	4.932981226	-10.47137102	1.14E-23	9.72E-23	42.6855648
PPARG	-2.049487669	3.776781464	-10.46599513	1.19E-23	1.02E-22	42.63807975
PKDCC	-1.773669631	3.427670522	-10.46304215	1.23E-23	1.05E-22	42.61200324
ABHD11	1.244871258	5.367111266	10.46271834	1.23E-23	1.05E-22	42.60914418
ETV5	-1.279660337	5.582435107	-10.46237648	1.23E-23	1.05E-22	42.60612577
NCKAP1L	-1.508729942	5.506407217	-10.45808719	1.28E-23	1.09E-22	42.56825962
ALPP	-3.086008333	-0.253638783	-10.4559206	1.31E-23	1.11E-22	42.5491369
ZNF331	-1.256041387	4.58352701	-10.45003418	1.38E-23	1.17E-22	42.49719611
FHDC1	-1.270182984	4.538070032	-10.44967051	1.38E-23	1.17E-22	42.49398779
CADM1	-1.946834886	6.313136775	-10.44433411	1.45E-23	1.23E-22	42.44691882
CNFN	2.009904686	0.536729176	10.44296177	1.47E-23	1.24E-22	42.43481694
TCTEX1D1	-1.936222778	-0.003421385	-10.44154565	1.49E-23	1.26E-22	42.42233021
HDHD3	1.063192663	4.707065292	10.43724741	1.54E-23	1.30E-22	42.38443725
NET1	1.166266054	7.144131899	10.43553917	1.57E-23	1.32E-22	42.36938054
SASS6	1.06458112	2.73391036	10.43529475	1.57E-23	1.32E-22	42.36722628
TMPRSS11E	4.035392685	1.014880375	10.41812588	1.83E-23	1.54E-22	42.21599383
