Gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
ITGAX,-1.209365526,4.393468863,-7.768355681,5.98E-13,2.23E-12,18.39218139
AKIRIN2,-0.507784635,5.972800171,-7.775915871,5.71E-13,2.14E-12,17.90460486
HSD17B11,-0.841791234,6.870716784,-7.7828544,5.49E-13,2.06E-12,17.9776273
MYD88,-0.597402226,6.050698945,-7.783110339,5.48E-13,2.06E-12,17.94860922
CLIC4,-0.768197648,7.377785847,-7.78585475,5.39E-13,2.03E-12,18.02490561
DBI,-0.648014174,7.260970721,-7.788786768,5.30E-13,1.99E-12,18.03474928
MPHOSPH8,-0.631983983,5.139431136,-7.80282792,4.87E-13,1.84E-12,18.07582447
DMTN,-1.073579234,4.676825538,-7.818125303,4.45E-13,1.69E-12,18.42495052
ATP6V1B2,-0.600880339,5.825363669,-7.820941594,4.38E-13,1.66E-12,18.1648728
EFEMP2,-0.926942381,4.865085539,-7.857154559,3.53E-13,1.35E-12,18.50334731
CYBB,-1.555545041,6.578343845,-7.860785436,3.46E-13,1.32E-12,18.41935415
EIF4EBP2,-0.481674268,6.271383793,-7.867673405,3.32E-13,1.27E-12,18.44921419
CD53,-1.21133972,6.873064853,-7.875247132,3.17E-13,1.22E-12,18.51893121
UBE2E2,-0.792726022,4.589757073,-7.876203762,3.16E-13,1.21E-12,18.84523944
NIPSNAP3A,-0.676494168,4.906347468,-7.880113191,3.08E-13,1.18E-12,18.61273266
ARHGEF2,-0.740977759,5.422751519,-7.882217552,3.05E-13,1.17E-12,18.52516227
RASSF5,-0.798727166,4.66936087,-7.885288536,2.99E-13,1.15E-12,18.82537405
CPVL,-1.116609931,5.190591853,-7.895844369,2.81E-13,1.08E-12,18.61446169
PRKACA,-0.442611421,5.011269137,-7.896093606,2.80E-13,1.08E-12,18.65643016
CTSS,-1.090235988,7.923651649,-7.90254789,2.70E-13,1.04E-12,18.74415567
STXBP2,-0.653242294,4.599285415,-7.905399029,2.65E-13,1.03E-12,19.00788492
TRIM22,-1.070842026,5.505022131,-7.929333027,2.30E-13,8.95E-13,18.80198189
ALAS1,-0.584661973,6.667541889,-7.933041121,2.25E-13,8.76E-13,18.84849568
SRSF5,-0.630878915,6.559422302,-7.94682755,2.07E-13,8.08E-13,18.924856
MAN1A1,-0.93309932,5.634118027,-7.949215947,2.04E-13,7.98E-13,18.91845733
BHLHE41,-1.228290576,4.341454068,-7.949654212,2.04E-13,7.97E-13,19.4977357
DMBT1,-2.595790765,4.992884389,-7.966701724,1.84E-13,7.22E-13,19.0796364
YJU2,-0.509503909,4.878457898,-7.970303922,1.80E-13,7.07E-13,19.16073359
STING1,-0.872753979,6.19759364,-7.970857301,1.80E-13,7.05E-13,19.05520628
MGLL,-1.224941812,5.707105422,-7.971265271,1.79E-13,7.04E-13,19.04840253
DKK3,-1.172702199,4.719197507,-7.974081898,1.76E-13,6.94E-13,19.30435186
CHPT1,-0.996600488,4.261713376,-7.987376727,1.63E-13,6.42E-13,19.78331336
MAB21L4,-1.597426117,4.120772783,-7.994454821,1.56E-13,6.17E-13,19.92609522
PJA2,-0.562312201,6.478583132,-8.002591831,1.49E-13,5.89E-13,19.25110781
GJA1,-1.349313086,6.99790232,-8.002826976,1.48E-13,5.89E-13,19.27815996
C1QC,-1.459021734,8.968606181,-8.002942456,1.48E-13,5.89E-13,19.39054833
IP6K1,-0.393925835,5.208991448,-8.012974831,1.40E-13,5.56E-13,19.30397966
DPH3,-0.564061722,4.660970714,-8.033479455,1.24E-13,4.93E-13,19.70728459
ZDHHC2,-0.882161783,4.657835423,-8.045921696,1.15E-13,4.59E-13,19.78388744
ARHGEF17,-0.808874977,4.480514787,-8.050705138,1.11E-13,4.47E-13,19.97482184
NKG7,-1.458801035,5.258311115,-8.056732996,1.07E-13,4.32E-13,19.56008997
MPRIP,-0.788303196,4.900726886,-8.077373023,9.49E-14,3.82E-13,19.781784
CTSW,-1.442233777,4.345697708,-8.079696907,9.36E-14,3.78E-13,20.26293413
CD4,-1.093504348,6.451233062,-8.084374011,9.10E-14,3.68E-13,19.73537684
NINJ2,-1.141493777,4.55470375,-8.096901726,8.44E-14,3.42E-13,20.18142837
CD74,-1.28189956,11.22103671,-8.101443317,8.21E-14,3.33E-13,20.08800693
CHURC1,-0.720147074,4.81549494,-8.111165857,7.75E-14,3.15E-13,20.03985213
ILF3-DT,-0.743699445,4.931421718,-8.141030267,6.47E-14,2.64E-13,20.14382596
MLLT1,-0.6484784,5.713667957,-8.153979225,5.99E-14,2.45E-13,20.13381058
SPRY4,-1.16053858,5.167503211,-8.193952463,4.70E-14,1.93E-13,20.38621921
EEF1A1P5,-1.554000871,6.755037453,-8.194970388,4.67E-14,1.92E-13,20.40881707
RPS6KA2,-1.118566876,5.647251129,-8.197715564,4.60E-14,1.89E-13,20.39549278
SLPI,-2.437591417,10.46344781,-8.197731208,4.60E-14,1.89E-13,20.62816303
FOS,-1.898609901,8.232551562,-8.199871582,4.54E-14,1.87E-13,20.5255307
ABLIM1,-1.211686646,5.673715651,-8.208340696,4.31E-14,1.78E-13,20.45900337
MGP,-1.421241024,7.182928283,-8.209985481,4.27E-14,1.76E-13,20.52244853
CSF2RB,-1.190895403,4.291876135,-8.221878959,3.97E-14,1.64E-13,21.15279235
SLAIN2,-0.404588629,5.223988759,-8.223137105,3.94E-14,1.63E-13,20.55506845
RHOA,-0.467545963,8.754502751,-8.22756515,3.84E-14,1.59E-13,20.71730566
MS4A4A,-1.296816149,4.948816538,-8.236059605,3.65E-14,1.51E-13,20.70328862
ALDH3B1,-1.512650282,5.781424228,-8.247283003,3.41E-14,1.42E-13,20.6926404
ACSL1,-0.987956481,6.28283974,-8.248078328,3.39E-14,1.41E-13,20.70846376
MAL,-1.564592461,3.902503724,-8.263855327,3.08E-14,1.29E-13,21.6543848
ISCU,-0.495779343,5.905968259,-8.26878623,2.99E-14,1.25E-13,20.82362446
SASH3,-1.168549018,4.905234014,-8.28657662,2.68E-14,1.12E-13,21.03012854
PLBD1,-1.387445981,5.748870983,-8.297040732,2.52E-14,1.05E-13,20.99154549
UBA7,-0.795939611,5.222932249,-8.305900911,2.39E-14,1.00E-13,21.05239365
IL6ST,-0.864503746,6.293607333,-8.314987774,2.26E-14,9.49E-14,21.11109671
SCNN1B,-1.741811811,5.342845509,-8.338280536,1.96E-14,8.25E-14,21.24241717
WAS,-1.032310142,4.62714357,-8.34003831,1.94E-14,8.17E-14,21.5704582
SPNS2,-1.462086834,4.458047967,-8.348008566,1.85E-14,7.80E-14,21.7718174
ZMIZ1,-0.842169788,5.094665568,-8.35699867,1.75E-14,7.39E-14,21.37902004
VAT1,-0.746242927,7.790343069,-8.360328395,1.71E-14,7.25E-14,21.4653213
PEF1,-0.48667051,6.734406636,-8.362556975,1.69E-14,7.16E-14,21.41534834
HLA-DRA,-1.42642501,11.98640039,-8.375495923,1.56E-14,6.63E-14,21.76507762
SARAF,-0.640808074,8.105936304,-8.383894026,1.48E-14,6.31E-14,21.62594108
NISCH,-0.729943393,4.832382678,-8.391898901,1.41E-14,6.03E-14,21.71233652
TUBA1A,-1.122240557,7.450266029,-8.395423827,1.38E-14,5.91E-14,21.65524518
ACSS2,-0.850123332,5.591857662,-8.411921205,1.25E-14,5.36E-14,21.68553704
FAM174A,-0.636240979,5.82112104,-8.414161886,1.23E-14,5.29E-14,21.69920675
TINF2,-0.446577253,6.201068053,-8.42027498,1.19E-14,5.11E-14,21.74486411
TXNIP,-1.202037566,9.42387434,-8.422784926,1.17E-14,5.04E-14,21.92976092
DOCK9,-1.023081655,4.520141336,-8.424994827,1.15E-14,4.97E-14,22.18123931
NUDT9,-0.492673005,5.160372927,-8.460903356,9.27E-15,4.01E-14,21.99634106
FCGR3A,-1.567619401,7.137941732,-8.475689453,8.47E-15,3.68E-14,22.1226193
IRX2,-2.208839958,4.411705381,-8.477847,8.36E-15,3.63E-14,22.59669858
MT-ND6,-1.465063217,12.23055744,-8.480391326,8.23E-15,3.58E-14,22.41099509
FBXL5,-0.607949261,6.366651763,-8.484093311,8.04E-15,3.51E-14,22.13635327
ID1,-1.569638275,7.037472794,-8.486877778,7.91E-15,3.45E-14,22.18482165
MAPRE2,-0.788876777,4.97552547,-8.489607015,7.78E-15,3.40E-14,22.22167281
ADGRF5,-1.82727351,6.799409072,-8.491112439,7.70E-15,3.37E-14,22.19759335
RRAGA,-0.425063195,7.192651636,-8.497470479,7.41E-15,3.25E-14,22.2582006
ZBTB22,-0.558338925,5.185038697,-8.499892962,7.30E-15,3.20E-14,22.23012512
AQP9,-1.566725156,4.00146647,-8.499953828,7.30E-15,3.20E-14,23.02053784
TAOK2,-0.636790245,4.881423625,-8.501567242,7.23E-15,3.18E-14,22.34443225
LURAP1L,-0.964140198,4.602729031,-8.503528019,7.14E-15,3.14E-14,22.58226136
RNF11,-0.501161835,6.863565722,-8.507669142,6.96E-15,3.07E-14,22.30165899
NFYB,-0.559801888,4.586171099,-8.512431888,6.76E-15,2.98E-14,22.65153185
GSN,-0.940505884,7.086700014,-8.513015908,6.74E-15,2.97E-14,22.34659024
LAIR1,-1.23661753,4.247613786,-8.51496403,6.66E-15,2.94E-14,22.95194673
JUNB,-1.15407613,8.158358817,-8.518630286,6.51E-15,2.88E-14,22.44594299
C20orf85,-3.073188132,3.915272878,-8.521364349,6.40E-15,2.83E-14,23.19644299
ACSL4,-1.000327111,5.930893312,-8.523612393,6.31E-15,2.80E-14,22.36583071
B2M,-0.950097019,10.98782742,-8.536406072,5.83E-15,2.59E-14,22.69641254
AXL,-1.165303691,5.406854923,-8.548554513,5.41E-15,2.41E-14,22.51683225
SGK1,-1.196943322,5.428036414,-8.598901102,3.97E-15,1.78E-14,22.82398676
SERPINB6,-0.664150344,5.097252134,-8.620926303,3.47E-15,1.56E-14,22.98258311
ABI3,-0.996147276,4.481127314,-8.621814631,3.45E-15,1.55E-14,23.41284696
TMEM125,-1.317877682,7.045253169,-8.630167926,3.28E-15,1.48E-14,23.05918477
AC097448.1,-0.643983759,4.609893122,-8.639272864,3.10E-15,1.40E-14,23.40342122
CDKN1C,-1.217165395,4.593480166,-8.640863062,3.07E-15,1.39E-14,23.42809899
CLIC2,-1.279503084,5.434408727,-8.650229116,2.89E-15,1.31E-14,23.13802082
PTPN6,-0.682637493,5.675437533,-8.671634759,2.54E-15,1.15E-14,23.26787213
NIBAN2,-0.783343121,8.113219556,-8.68341321,2.36E-15,1.07E-14,23.45050863
RENBP,-1.098607066,4.755485073,-8.684980952,2.33E-15,1.06E-14,23.55608735
TNFAIP1,-0.603390315,6.038455432,-8.687929688,2.29E-15,1.04E-14,23.37305276
CCDC28A,-0.69036016,6.057311948,-8.689588206,2.27E-15,1.03E-14,23.38371212
ARID5A,-0.96157773,4.768544904,-8.701202993,2.11E-15,9.67E-15,23.64509669
IFNGR1,-0.867623329,7.207907637,-8.703962595,2.08E-15,9.52E-15,23.52103023
RHOBTB2,-1.457022268,5.253102587,-8.710624309,1.99E-15,9.15E-15,23.51277097
MSN,-0.889625348,8.686745159,-8.716148996,1.92E-15,8.85E-15,23.67988255
LAPTM5,-1.327335792,7.591367157,-8.718508691,1.90E-15,8.73E-15,23.63456392
WWC1,-0.873635122,4.441901273,-8.732935789,1.73E-15,8.01E-15,24.12752397
CFLAR,-0.848464496,4.646500659,-8.733313004,1.73E-15,8.00E-15,23.94686897
PNRC2,-0.538930191,6.338623812,-8.737794757,1.68E-15,7.80E-15,23.68684875
SLA,-1.211741457,4.196365346,-8.741585589,1.64E-15,7.63E-15,24.37098176
GPD1L,-1.130934796,5.633819476,-8.743034399,1.63E-15,7.57E-15,23.70666593
EMP1,-1.352079201,6.240272908,-8.76155324,1.45E-15,6.76E-15,23.83054828
SAT2,-0.736191032,6.074276872,-8.771786971,1.36E-15,6.36E-15,23.88962318
CYSTM1,-1.000897821,6.89034177,-8.772351089,1.36E-15,6.34E-15,23.92371219
MAGI3,-1.127777934,4.374869658,-8.772401199,1.36E-15,6.34E-15,24.42612036
CYB5A,-1.423226665,5.955057041,-8.790882675,1.21E-15,5.66E-15,24.00432062
EGR1,-1.83761231,7.958525515,-8.79248055,1.20E-15,5.62E-15,24.11282816
SLC2A3,-1.39870405,5.203880408,-8.796981239,1.17E-15,5.48E-15,24.04799031
HIPK3,-0.67446884,5.594318372,-8.799287791,1.15E-15,5.40E-15,24.05348369
FBXW2,-0.590042718,4.525428146,-8.803669681,1.12E-15,5.27E-15,24.4892216
RBMS1,-0.632030635,4.745264958,-8.809351548,1.08E-15,5.09E-15,24.32949938
UBTD1,-0.953943686,5.98965786,-8.816084968,1.03E-15,4.90E-15,24.16067696
HLA-DRB1,-1.480949341,11.09771209,-8.81656503,1.03E-15,4.89E-15,24.41859959
SEC14L1,-0.973095669,5.11286407,-8.817228388,1.03E-15,4.87E-15,24.18566588
SORT1,-0.921918238,5.925831865,-8.817618034,1.03E-15,4.87E-15,24.16858593
CTDSP1,-0.495020192,6.659966662,-8.820009567,1.01E-15,4.80E-15,24.20594651
UNC13B,-1.222574719,4.509158971,-8.843491474,8.73E-16,4.17E-15,24.74932175
ASAH1,-1.021445757,6.444330102,-8.899630485,6.15E-16,2.96E-15,24.68936255
CXCL12,-1.386536019,4.683519909,-8.899800013,6.14E-16,2.96E-15,24.9411445
RASSF3,-0.804839233,5.54096286,-8.902347201,6.05E-16,2.91E-15,24.69103228
S100A4,-1.662335568,9.228445722,-8.902592325,6.04E-16,2.91E-15,24.85860811
CCN2,-1.505880561,8.418773412,-8.905322826,5.93E-16,2.86E-15,24.83396702
BRI3,-0.692741879,6.1763957,-8.921392628,5.37E-16,2.60E-15,24.81688731
INAFM2,-0.747716919,4.740987989,-8.930923357,5.06E-16,2.45E-15,25.08493699
CAMK2N1,-1.584642591,5.567418309,-8.938519497,4.82E-16,2.34E-15,24.91520564
SLC35A1,-0.891254081,4.45990386,-8.949508845,4.50E-16,2.19E-15,25.4482402
CALCOCO2,-0.519513297,5.580926641,-8.957051141,4.29E-16,2.10E-15,25.03017652
OSTM1,-0.732474462,4.752490675,-8.9601161,4.21E-16,2.07E-15,25.25661279
FBLN1,-1.468358105,6.402916544,-8.963254955,4.13E-16,2.03E-15,25.08271977
ETV5,-1.174417021,5.107276977,-8.976729606,3.80E-16,1.87E-15,25.17492507
ATP6V0D1,-0.608104336,5.755466848,-8.992304407,3.44E-16,1.70E-15,25.24878935
MYLK,-1.205895758,4.150096466,-8.993215326,3.42E-16,1.69E-15,25.95311506
TSPAN9,-0.890150039,4.835459138,-8.995624439,3.37E-16,1.67E-15,25.41443948
PEBP1,-0.705287829,9.038437922,-8.995923708,3.37E-16,1.66E-15,25.42761938
CTSO,-0.949721803,6.062817442,-8.996948638,3.35E-16,1.65E-15,25.28349175
LBH,-1.103944711,6.896741219,-9.002302936,3.24E-16,1.61E-15,25.3479645
SRF,-0.680906212,5.716942749,-9.003651872,3.21E-16,1.59E-15,25.31932841
LCP1,-1.276660685,7.172674515,-9.036593557,2.61E-16,1.30E-15,25.57700156
PAFAH1B1,-0.508568746,4.942863113,-9.038300805,2.58E-16,1.29E-15,25.61549376
APOC1,-1.732809666,6.650542388,-9.041098857,2.54E-16,1.27E-15,25.57712895
HLA-DPA1,-1.498916426,8.237239401,-9.046079286,2.46E-16,1.23E-15,25.6998378
CNN1,-1.502673844,4.235481592,-9.06626037,2.17E-16,1.09E-15,26.34938141
HLA-DPB1,-1.423628235,7.701591809,-9.069403258,2.12E-16,1.07E-15,25.81488245
ADA2,-1.285907725,5.250333295,-9.074942651,2.05E-16,1.03E-15,25.76942951
MICAL1,-0.831245987,4.460198736,-9.081471453,1.97E-16,9.92E-16,26.26829285
ETS2,-1.107453925,6.940794209,-9.086180113,1.91E-16,9.64E-16,25.87320438
NOTCH1,-1.113050232,4.284078962,-9.087544759,1.89E-16,9.57E-16,26.44694537
FPR1,-1.706357467,4.609632851,-9.099728836,1.75E-16,8.87E-16,26.24983938
AMOTL2,-1.009309224,5.151477188,-9.10053556,1.75E-16,8.83E-16,25.93901634
CCN1,-1.528358754,7.653572054,-9.124866133,1.50E-16,7.61E-16,26.15821291
IFT57,-1.284698466,6.360458007,-9.142911174,1.34E-16,6.83E-16,26.20174306
JUN,-1.219085869,7.678277444,-9.15434661,1.24E-16,6.36E-16,26.34427519
PRF1,-1.525315022,4.50428167,-9.170194913,1.13E-16,5.77E-16,26.78413224
FCER1G,-1.444681002,7.679793239,-9.173358451,1.10E-16,5.66E-16,26.46344368
PNRC1,-0.707893566,6.888423331,-9.177217207,1.08E-16,5.53E-16,26.43987184
CCND3,-0.953873959,6.235249492,-9.182143237,1.04E-16,5.37E-16,26.44421711
CORO1C,-0.866731653,6.473324634,-9.186858586,1.01E-16,5.22E-16,26.48079814
SMARCA5,-0.554236477,5.792648929,-9.190634185,9.89E-17,5.10E-16,26.48777709
WBP2,-0.537308224,6.611605513,-9.205968078,8.98E-17,4.64E-16,26.60638882
ATF3,-1.773664706,5.541864089,-9.21030728,8.74E-17,4.52E-16,26.61172401
NDN,-1.253195137,5.008445516,-9.230724245,7.68E-17,3.98E-16,26.79043397
OSTF1,-0.619013279,6.962897967,-9.2410354,7.19E-17,3.74E-16,26.84434772
SDC2,-1.204688696,5.603498056,-9.244907542,7.02E-17,3.65E-16,26.82861096
SKI,-0.830583459,5.813189141,-9.253967528,6.63E-17,3.46E-16,26.88562634
EFNB1,-1.269057064,5.096097346,-9.293165108,5.17E-17,2.72E-16,27.15713491
EGFL7,-1.417021608,5.844135687,-9.324173997,4.25E-17,2.25E-16,27.327939
SCEL,-2.069360353,5.347477362,-9.325277957,4.22E-17,2.23E-16,27.33630002
SLC66A2,-0.714059658,4.998660856,-9.333456283,4.01E-17,2.13E-16,27.44044845
DCN,-1.5320681,6.961450758,-9.336497273,3.93E-17,2.09E-16,27.44507477
FERMT3,-1.261372732,5.426839603,-9.342476607,3.78E-17,2.02E-16,27.44387366
RSU1,-0.536759709,6.028474476,-9.362799709,3.33E-17,1.78E-16,27.57560898
BEX4,-1.288359848,6.186125159,-9.363192775,3.32E-17,1.78E-16,27.58190807
CXCL2,-2.364879145,6.296480144,-9.373878067,3.10E-17,1.66E-16,27.65201497
TTC7A,-0.74282565,4.996395611,-9.388536195,2.82E-17,1.52E-16,27.78890691
GINM1,-0.531888134,6.002441363,-9.392253622,2.76E-17,1.49E-16,27.76095148
PTK2B,-0.949437045,4.568118503,-9.398040695,2.66E-17,1.44E-16,28.15964149
CD59,-0.988349493,6.649957195,-9.401732083,2.60E-17,1.41E-16,27.84094379
EMP3,-1.206257154,6.440286306,-9.402084631,2.59E-17,1.41E-16,27.83451154
IRF8,-1.307594777,4.349903479,-9.418021932,2.34E-17,1.28E-16,28.46915698
SERTAD1,-1.10664517,5.615701547,-9.421630783,2.29E-17,1.25E-16,27.94269889
GGTLC1,-2.860727176,4.530094632,-9.429082458,2.18E-17,1.19E-16,28.38925551
GALC,-0.860352454,4.669140082,-9.438107038,2.06E-17,1.13E-16,28.3232659
HCK,-1.525784103,5.488153912,-9.45184783,1.89E-17,1.04E-16,28.13466486
UNC13D,-1.404150796,4.818588827,-9.455576443,1.84E-17,1.01E-16,28.31321117
GPRC5A,-1.872364512,8.023008013,-9.462952708,1.76E-17,9.69E-17,28.30833338
TPSB2,-2.226745471,5.081327722,-9.474086529,1.64E-17,9.05E-17,28.30335991
DUSP3,-0.618990774,6.192221304,-9.48154486,1.56E-17,8.63E-17,28.33061536
SLC16A5,-1.200895875,4.860475741,-9.483012237,1.55E-17,8.56E-17,28.45810069
MGAT1,-0.597013963,5.957127694,-9.484881384,1.53E-17,8.47E-17,28.34603618
PER1,-1.523350093,5.638111287,-9.494715469,1.44E-17,7.97E-17,28.40541727
WWP2,-0.707668148,4.951589135,-9.495249478,1.43E-17,7.95E-17,28.48412253
CRTAP,-0.696692196,6.357810404,-9.50407202,1.35E-17,7.53E-17,28.47762627
CD44,-1.193394023,6.951788481,-9.517386058,1.24E-17,6.93E-17,28.58874907
GBP4,-1.615817199,5.139351779,-9.52453861,1.19E-17,6.64E-17,28.61167052
SGCB,-0.910989099,4.808272744,-9.530092756,1.15E-17,6.42E-17,28.79301522
DUSP1,-1.817832525,9.224414382,-9.543757799,1.05E-17,5.89E-17,28.88147172
HECA,-0.885130823,4.57772388,-9.546105923,1.03E-17,5.81E-17,29.08820878
AKAP13,-1.167088316,4.92700499,-9.563225812,9.27E-18,5.23E-17,28.92813469
CRK,-0.491072185,6.180734421,-9.569926973,8.88E-18,5.02E-17,28.89138335
PDCD6IP,-0.470892323,5.844360941,-9.570373993,8.86E-18,5.01E-17,28.88649955
SUN2,-0.811514735,5.46533847,-9.571885516,8.77E-18,4.96E-17,28.89640195
PDGFB,-1.328372031,4.685876873,-9.575388721,8.58E-18,4.86E-17,29.17904607
ZYX,-0.895810322,7.484903408,-9.589003625,7.86E-18,4.47E-17,29.07522228
SBDSP1,-0.688198166,5.439099677,-9.604379061,7.12E-18,4.08E-17,29.10326169
ID2,-1.17567137,6.133740191,-9.604687336,7.11E-18,4.07E-17,29.11140846
CHI3L2,-2.127588859,4.140877862,-9.613562525,6.72E-18,3.86E-17,29.84972898
TMEM140,-0.8010268,5.15744836,-9.644624749,5.51E-18,3.18E-17,29.37277038
FBXW4,-0.77742052,5.191101194,-9.649037164,5.35E-18,3.10E-17,29.39676058
CREBL2,-0.651113284,6.093177147,-9.663243044,4.89E-18,2.84E-17,29.4834847
EMILIN2,-1.143717078,4.395133787,-9.674904858,4.53E-18,2.63E-17,30.06182902
SOD3,-1.513347198,6.020652636,-9.678438883,4.43E-18,2.58E-17,29.57859944
EVL,-0.988964476,4.430142789,-9.678584207,4.43E-18,2.58E-17,30.05701629
HLA-DOA,-1.581992546,5.800789654,-9.680101196,4.38E-18,2.56E-17,29.58481198
EPB41L5,-1.029825053,4.461248355,-9.690354418,4.11E-18,2.40E-17,30.10625446
ALDH1A1,-2.198910857,6.674656476,-9.692226864,4.06E-18,2.37E-17,29.68730395
MAP3K8,-1.208835074,4.405460118,-9.692441108,4.05E-18,2.37E-17,30.16525567
HINT3,-0.683379057,5.532772813,-9.694536312,4.00E-18,2.34E-17,29.67744405
CASP1,-1.191019192,4.696658201,-9.697980144,3.91E-18,2.29E-17,29.95039327
GUCD1,-0.597351907,6.3052132,-9.704873657,3.74E-18,2.20E-17,29.75419237
TRIOBP,-0.742047366,4.512819079,-9.708007127,3.67E-18,2.16E-17,30.17489771
EIF1B,-0.609601497,5.923544908,-9.715643172,3.49E-18,2.06E-17,29.8137476
BTN3A3,-0.972480209,4.57099648,-9.721531665,3.36E-18,1.99E-17,30.21041852
SPTAN1,-0.895432439,5.945961762,-9.73125719,3.16E-18,1.87E-17,29.91403445
IDI1,-0.918576204,5.656721001,-9.731960516,3.14E-18,1.86E-17,29.91574698
ZCCHC24,-1.083742386,4.392154547,-9.75786565,2.66E-18,1.58E-17,30.59300046
SH2B3,-1.042932089,4.540220418,-9.762339248,2.59E-18,1.54E-17,30.4979125
TLN1,-0.883823983,7.169787803,-9.764599663,2.55E-18,1.52E-17,30.17614197
LNX2,-0.964036737,4.994111838,-9.769981382,2.46E-18,1.47E-17,30.21511405
