EnsemblID	Gene	Species	Gene Name
ENSG00000088827	SIGLEC1	Homo sapiens	sialic acid binding Ig like lectin 1(SIGLEC1)
ENSG00000116584	ARHGEF2	Homo sapiens	Rho/Rac guanine nucleotide exchange factor 2(ARHGEF2)
ENSG00000115252	PDE1A	Homo sapiens	phosphodiesterase 1A(PDE1A)
ENSG00000116580	GON4L	Homo sapiens	gon-4 like(GON4L)
ENSG00000088833	NSFL1C	Homo sapiens	NSFL1 cofactor(NSFL1C)
ENSG00000259802	MARCHF6-DT	Homo sapiens	MARCHF6 divergent transcript(MARCHF6-DT)
ENSG00000128536	CDHR3	Homo sapiens	cadherin related family member 3(CDHR3)
ENSG00000141510	TP53	Homo sapiens	tumor protein p53(TP53)
ENSG00000108960	MMD	Homo sapiens	monocyte to macrophage differentiation associated(MMD)
ENSG00000198393	ZNF26	Homo sapiens	zinc finger protein 26(ZNF26)
ENSG00000103260	METRN	Homo sapiens	meteorin, glial cell differentiation regulator(METRN)
ENSG00000107625	DDX50	Homo sapiens	DExD-box helicase 50(DDX50)
ENSG00000150457	LATS2	Homo sapiens	large tumor suppressor kinase 2(LATS2)
ENSG00000150456	EEF1AKMT1	Homo sapiens	EEF1A lysine methyltransferase 1(EEF1AKMT1)
ENSG00000136167	LCP1	Homo sapiens	lymphocyte cytosolic protein 1(LCP1)
ENSG00000177479	ARIH2	Homo sapiens	ariadne RBR E3 ubiquitin protein ligase 2(ARIH2)
ENSG00000136160	EDNRB	Homo sapiens	endothelin receptor type B(EDNRB)
ENSG00000137494	ANKRD42	Homo sapiens	ankyrin repeat domain 42(ANKRD42)
ENSG00000084463	WBP11	Homo sapiens	WW domain binding protein 11(WBP11)
ENSG00000223865	HLA-DPB1	Homo sapiens	major histocompatibility complex, class II, DP beta 1(HLA-DPB1)
ENSG00000137491	SLCO2B1	Homo sapiens	solute carrier organic anion transporter family member 2B1(SLCO2B1)
ENSG00000165494	PCF11	Homo sapiens	PCF11 cleavage and polyadenylation factor subunit(PCF11)
ENSG00000125482	TTF1	Homo sapiens	transcription termination factor 1(TTF1)
ENSG00000130830	MPP1	Homo sapiens	MAGUK p55 scaffold protein 1(MPP1)
ENSG00000265666	RARA-AS1	Homo sapiens	RARA antisense RNA 1(RARA-AS1)
ENSG00000105875	WDR91	Homo sapiens	WD repeat domain 91(WDR91)
ENSG00000177485	ZBTB33	Homo sapiens	zinc finger and BTB domain containing 33(ZBTB33)
ENSG00000104549	SQLE	Homo sapiens	squalene epoxidase(SQLE)
ENSG00000151779	NBAS	Homo sapiens	NBAS subunit of NRZ tethering complex(NBAS)
ENSG00000116525	TRIM62	Homo sapiens	tripartite motif containing 62(TRIM62)
ENSG00000138795	LEF1	Homo sapiens	lymphoid enhancer binding factor 1(LEF1)
ENSG00000151773	CCDC122	Homo sapiens	coiled-coil domain containing 122(CCDC122)
ENSG00000164176	EDIL3	Homo sapiens	EGF like repeats and discoidin domains 3(EDIL3)
ENSG00000138792	ENPEP	Homo sapiens	glutamyl aminopeptidase(ENPEP)
ENSG00000205129	CFAP96	Homo sapiens	cilia and flagella associated protein 96(CFAP96)
ENSG00000137462	TLR2	Homo sapiens	toll like receptor 2(TLR2)
ENSG00000167208	SNX20	Homo sapiens	sorting nexin 20(SNX20)
ENSG00000251022	THAP9-AS1	Homo sapiens	THAP9 antisense RNA 1(THAP9-AS1)
ENSG00000220749	RPL21P28	Homo sapiens	ribosomal protein L21 pseudogene 28(RPL21P28)
ENSG00000105866	SP4	Homo sapiens	Sp4 transcription factor(SP4)
ENSG00000161905	ALOX15	Homo sapiens	arachidonate 15-lipoxygenase(ALOX15)
ENSG00000124160	NCOA5	Homo sapiens	nuclear receptor coactivator 5(NCOA5)
ENSG00000218426	RPL27AP6	Homo sapiens	ribosomal protein L27a pseudogene 6(RPL27AP6)
ENSG00000150433	TMEM218	Homo sapiens	transmembrane protein 218(TMEM218)
ENSG00000066629	EML1	Homo sapiens	EMAP like 1(EML1)
ENSG00000137473	TTC29	Homo sapiens	tetratricopeptide repeat domain 29(TTC29)
ENSG00000168542	COL3A1	Homo sapiens	collagen type III alpha 1 chain(COL3A1)
ENSG00000164185	ZNF474	Homo sapiens	zinc finger protein 474(ZNF474)
ENSG00000239382	ALKBH6	Homo sapiens	alkB homolog 6(ALKBH6)
ENSG00000197081	IGF2R	Homo sapiens	insulin like growth factor 2 receptor(IGF2R)
ENSG00000167216	KATNAL2	Homo sapiens	katanin catalytic subunit A1 like 2(KATNAL2)
ENSG00000181523	SGSH	Homo sapiens	N-sulfoglucosamine sulfohydrolase(SGSH)
ENSG00000265688	MILIP	Homo sapiens	MYC inducible lncRNA inactivating p53(MILIP)
ENSG00000108924	HLF	Homo sapiens	HLF transcription factor, PAR bZIP family member(HLF)
ENSG00000136114	THSD1	Homo sapiens	thrombospondin type 1 domain containing 1(THSD1)
ENSG00000138778	CENPE	Homo sapiens	centromere protein E(CENPE)
ENSG00000170871	KIAA0232	Homo sapiens	KIAA0232(KIAA0232)
ENSG00000263020	CSNK2B	Homo sapiens	casein kinase 2 beta(CSNK2B)
ENSG00000136111	TBC1D4	Homo sapiens	TBC1 domain family member 4(TBC1D4)
ENSG00000137449	CPEB2	Homo sapiens	cytoplasmic polyadenylation element binding protein 2(CPEB2)
ENSG00000115216	NRBP1	Homo sapiens	nuclear receptor binding protein 1(NRBP1)
ENSG00000265681	RPL17	Homo sapiens	ribosomal protein L17(RPL17)
ENSG00000226084	RPL17P6	Homo sapiens	ribosomal protein L17 pseudogene 6(RPL17P6)
ENSG00000112186	CAP2	Homo sapiens	cyclase associated actin cytoskeleton regulatory protein 2(CAP2)
ENSG00000112183	RBM24	Homo sapiens	RNA binding motif protein 24(RBM24)
ENSG00000138771	SHROOM3	Homo sapiens	shroom family member 3(SHROOM3)
ENSG00000229117	RPL41	Homo sapiens	ribosomal protein L41(RPL41)
ENSG00000169885	CALML6	Homo sapiens	calmodulin like 6(CALML6)
ENSG00000176171	BNIP3	Homo sapiens	BCL2 interacting protein 3(BNIP3)
ENSG00000055955	ITIH4	Homo sapiens	inter-alpha-trypsin inhibitor heavy chain 4(ITIH4)
ENSG00000075568	TMEM131	Homo sapiens	transmembrane protein 131(TMEM131)
ENSG00000214046	SMIM7	Homo sapiens	small integral membrane protein 7(SMIM7)
ENSG00000161929	SCIMP	Homo sapiens	SLP adaptor and CSK interacting membrane protein(SCIMP)
ENSG00000244754	N4BP2L2	Homo sapiens	NEDD4 binding protein 2 like 2(N4BP2L2)
ENSG00000136122	BORA	Homo sapiens	BORA aurora kinase A activator(BORA)
ENSG00000263011	LOC124903629	Homo sapiens	uncharacterized LOC124903629(LOC124903629)
ENSG00000229124	VIM-AS1	Homo sapiens	VIM antisense RNA 1(VIM-AS1)
ENSG00000117862	TXNDC12	Homo sapiens	thioredoxin domain containing 12(TXNDC12)
ENSG00000188153	COL4A5	Homo sapiens	collagen type IV alpha 5 chain(COL4A5)
ENSG00000169896	ITGAM	Homo sapiens	integrin subunit alpha M(ITGAM)
ENSG00000168566	SNRNP48	Homo sapiens	small nuclear ribonucleoprotein U11/U12 subunit 48(SNRNP48)
ENSG00000086200	IPO11-LRRC70	Homo sapiens	IPO11-LRRC70 readthrough(IPO11-LRRC70)
ENSG00000086200	IPO11	Homo sapiens	importin 11(IPO11)
ENSG00000215375	MYL5	Homo sapiens	myosin light chain 5(MYL5)
ENSG00000100197	CYP2D6	Homo sapiens	cytochrome P450 family 2 subfamily D member 6 (gene/pseudogene)(CYP2D6)
ENSG00000105835	NAMPT	Homo sapiens	nicotinamide phosphoribosyltransferase(NAMPT)
ENSG00000138755	CXCL9	Homo sapiens	C-X-C motif chemokine ligand 9(CXCL9)
ENSG00000133067	LGR6	Homo sapiens	leucine rich repeat containing G protein-coupled receptor 6(LGR6)
ENSG00000133065	SLC41A1	Homo sapiens	solute carrier family 41 member 1(SLC41A1)
ENSG00000113456	RAD1	Homo sapiens	RAD1 checkpoint DNA exonuclease(RAD1)
ENSG00000173915	ATP5MK	Homo sapiens	ATP synthase membrane subunit k(ATP5MK)
ENSG00000226026	RWDD3-DT	Homo sapiens	RWDD3 divergent transcript(RWDD3-DT)
ENSG00000170889	RPS9	Homo sapiens	ribosomal protein S9(RPS9)
ENSG00000159692	CTBP1	Homo sapiens	C-terminal binding protein 1(CTBP1)
ENSG00000151726	ACSL1	Homo sapiens	acyl-CoA synthetase long chain family member 1(ACSL1)
ENSG00000168575	SLC20A2	Homo sapiens	solute carrier family 20 member 2(SLC20A2)
ENSG00000126777	KTN1	Homo sapiens	kinectin 1(KTN1)
ENSG00000125445	MRPS7	Homo sapiens	mitochondrial ribosomal protein S7(MRPS7)
ENSG00000126778	SIX1	Homo sapiens	SIX homeobox 1(SIX1)
ENSG00000125447	GGA3	Homo sapiens	golgi associated, gamma adaptin ear containing, ARF binding protein 3(GGA3)
ENSG00000126773	PCNX4	Homo sapiens	pecanex 4(PCNX4)
ENSG00000182885	ADGRG3	Homo sapiens	adhesion G protein-coupled receptor G3(ADGRG3)
ENSG00000126775	ATG14	Homo sapiens	autophagy related 14(ATG14)
ENSG00000161940	BCL6B	Homo sapiens	BCL6B transcription repressor(BCL6B)
ENSG00000182866	LCK	Homo sapiens	LCK proto-oncogene, Src family tyrosine kinase(LCK)
ENSG00000160613	PCSK7	Homo sapiens	proprotein convertase subtilisin/kexin type 7(PCSK7)
ENSG00000136108	CKAP2	Homo sapiens	cytoskeleton associated protein 2(CKAP2)
ENSG00000145040	UCN2	Homo sapiens	urocortin 2(UCN2)
ENSG00000077327	SPAG6	Homo sapiens	sperm associated antigen 6(SPAG6)
ENSG00000112118	MCM3	Homo sapiens	minichromosome maintenance complex component 3(MCM3)
ENSG00000159685	CHCHD6	Homo sapiens	coiled-coil-helix-coiled-coil-helix domain containing 6(CHCHD6)
ENSG00000138769	CDKL2	Homo sapiens	cyclin dependent kinase like 2(CDKL2)
ENSG00000069702	TGFBR3	Homo sapiens	transforming growth factor beta receptor 3(TGFBR3)
ENSG00000137434	C6orf52	Homo sapiens	chromosome 6 open reading frame 52(C6orf52)
ENSG00000136104	RNASEH2B	Homo sapiens	ribonuclease H2 subunit B(RNASEH2B)
ENSG00000008128	CDK11A	Homo sapiens	cyclin dependent kinase 11A(CDK11A)
ENSG00000168589	DYNLRB2	Homo sapiens	dynein light chain roadblock-type 2(DYNLRB2)
ENSG00000114770	ABCC5	Homo sapiens	ATP binding cassette subfamily C member 5(ABCC5)
ENSG00000158352	SHROOM4	Homo sapiens	shroom family member 4(SHROOM4)
ENSG00000124126	PREX1	Homo sapiens	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1(PREX1)
ENSG00000126787	DLGAP5	Homo sapiens	DLG associated protein 5(DLGAP5)
ENSG00000182871	COL18A1	Homo sapiens	collagen type XVIII alpha 1 chain(COL18A1)
ENSG00000146376	ARHGAP18	Homo sapiens	Rho GTPase activating protein 18(ARHGAP18)
ENSG00000182873	PRKCZ-AS1	Homo sapiens	PRKCZ antisense RNA 1(PRKCZ-AS1)
ENSG00000182899	RPL35A	Homo sapiens	ribosomal protein L35a(RPL35A)
ENSG00000100162	CENPM	Homo sapiens	centromere protein M(CENPM)
ENSG00000105851	PIK3CG	Homo sapiens	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma(PIK3CG)
ENSG00000185924	RTN4RL1	Homo sapiens	reticulon 4 receptor like 1(RTN4RL1)
ENSG00000217128	FNIP1	Homo sapiens	folliculin interacting protein 1(FNIP1)
ENSG00000121060	TRIM25	Homo sapiens	tripartite motif containing 25(TRIM25)
ENSG00000167261	DPEP2	Homo sapiens	dipeptidase 2(DPEP2)
ENSG00000138735	PDE5A	Homo sapiens	phosphodiesterase 5A(PDE5A)
ENSG00000112149	CD83	Homo sapiens	CD83 molecule(CD83)
ENSG00000104529	EEF1D	Homo sapiens	eukaryotic translation elongation factor 1 delta(EEF1D)
ENSG00000133048	CHI3L1	Homo sapiens	chitinase 3 like 1(CHI3L1)
ENSG00000240342	RPS2P5	Homo sapiens	ribosomal protein S2 pseudogene 5(RPS2P5)
ENSG00000261286	ATP2C2-AS1	Homo sapiens	ATP2C2 antisense RNA 1(ATP2C2-AS1)
ENSG00000092929	UNC13D	Homo sapiens	unc-13 homolog D(UNC13D)
ENSG00000087586	AURKA	Homo sapiens	aurora kinase A(AURKA)
ENSG00000179240	GVQW3	Homo sapiens	GVQW motif containing 3(GVQW3)
ENSG00000062282	DGAT2	Homo sapiens	diacylglycerol O-acyltransferase 2(DGAT2)
ENSG00000254995	STX16-NPEPL1	Homo sapiens	STX16-NPEPL1 readthrough (NMD candidate)(STX16-NPEPL1)
ENSG00000121068	TBX2	Homo sapiens	T-box transcription factor 2(TBX2)
ENSG00000184602	SNN	Homo sapiens	stannin(SNN)
ENSG00000244716	RPL17P7	Homo sapiens	ribosomal protein L17 pseudogene 7(RPL17P7)
ENSG00000065320	NTN1	Homo sapiens	netrin 1(NTN1)
ENSG00000145020	AMT	Homo sapiens	aminomethyltransferase(AMT)
ENSG00000137414	FAM8A1	Homo sapiens	family with sequence similarity 8 member A1(FAM8A1)
ENSG00000133056	PIK3C2B	Homo sapiens	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta(PIK3C2B)
ENSG00000151702	FLI1	Homo sapiens	Fli-1 proto-oncogene, ETS transcription factor(FLI1)
ENSG00000112137	PHACTR1	Homo sapiens	phosphatase and actin regulator 1(PHACTR1)
ENSG00000173947	CIMAP3	Homo sapiens	ciliary microtubule associated protein 3(CIMAP3)
ENSG00000145029	NICN1	Homo sapiens	nicolin 1, tubulin polyglutamylase complex subunit(NICN1)
ENSG00000121075	TBX4	Homo sapiens	T-box transcription factor 4(TBX4)
ENSG00000126768	TIMM17B	Homo sapiens	translocase of inner mitochondrial membrane 17B(TIMM17B)
ENSG00000161970	RPL26	Homo sapiens	ribosomal protein L26(RPL26)
ENSG00000100154	TTC28	Homo sapiens	tetratricopeptide repeat domain 28(TTC28)
ENSG00000064042	LIMCH1	Homo sapiens	LIM and calponin homology domains 1(LIMCH1)
ENSG00000138834	MAPK8IP3	Homo sapiens	mitogen-activated protein kinase 8 interacting protein 3(MAPK8IP3)
ENSG00000171421	MRPL36	Homo sapiens	mitochondrial ribosomal protein L36(MRPL36)
ENSG00000137504	CREBZF	Homo sapiens	CREB/ATF bZIP transcription factor(CREBZF)
ENSG00000260136	LOC124903667	Homo sapiens	uncharacterized LOC124903667(LOC124903667)
ENSG00000158445	KCNB1	Homo sapiens	potassium voltage-gated channel subfamily B member 1(KCNB1)
ENSG00000261460	LOC105370887	Homo sapiens	uncharacterized LOC105370887(LOC105370887)
ENSG00000226221	RPL26P19	Homo sapiens	ribosomal protein L26 pseudogene 19(RPL26P19)
ENSG00000100228	RAB36	Homo sapiens	RAB36, member RAS oncogene family(RAB36)
ENSG00000070718	AP3M2	Homo sapiens	adaptor related protein complex 3 subunit mu 2(AP3M2)
ENSG00000169100	SLC25A6	Homo sapiens	solute carrier family 25 member 6(SLC25A6)
ENSG00000228889	UBAC2-AS1	Homo sapiens	UBAC2 antisense RNA 1(UBAC2-AS1)
ENSG00000108187	PBLD	Homo sapiens	phenazine biosynthesis like protein domain containing(PBLD)
ENSG00000102886	GDPD3	Homo sapiens	glycerophosphodiester phosphodiesterase domain containing 3(GDPD3)
ENSG00000178053	MLF1	Homo sapiens	myeloid leukemia factor 1(MLF1)
ENSG00000163808	KIF15	Homo sapiens	kinesin family member 15(KIF15)
ENSG00000070731	ST6GALNAC2	Homo sapiens	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2(ST6GALNAC2)
ENSG00000091651	ORC6	Homo sapiens	origin recognition complex subunit 6(ORC6)
ENSG00000114857	NKTR	Homo sapiens	natural killer cell triggering receptor(NKTR)
ENSG00000226232	NPIPB14P	Homo sapiens	nuclear pore complex interacting protein family member B14, pseudogene(NPIPB14P)
ENSG00000158435	CNOT11	Homo sapiens	CCR4-NOT transcription complex subunit 11(CNOT11)
ENSG00000196704	AMZ2	Homo sapiens	archaelysin family metallopeptidase 2(AMZ2)
ENSG00000011523	CEP68	Homo sapiens	centrosomal protein 68(CEP68)
ENSG00000171428	NAT1	Homo sapiens	N-acetyltransferase 1(NAT1)
ENSG00000125538	IL1B	Homo sapiens	interleukin 1 beta(IL1B)
ENSG00000124207	CSE1L	Homo sapiens	chromosome segregation 1 like(CSE1L)
ENSG00000166086	JAM3	Homo sapiens	junctional adhesion molecule 3(JAM3)
ENSG00000100218	RSPH14	Homo sapiens	radial spoke head 14 homolog(RSPH14)
ENSG00000102879	CORO1A	Homo sapiens	coronin 1A(CORO1A)
ENSG00000102878	HSF4	Homo sapiens	heat shock transcription factor 4(HSF4)
ENSG00000100216	TOMM22	Homo sapiens	translocase of outer mitochondrial membrane 22(TOMM22)
ENSG00000124203	ZNF831	Homo sapiens	zinc finger protein 831(ZNF831)
ENSG00000100211	CBY1	Homo sapiens	chibby 1, beta catenin antagonist(CBY1)
ENSG00000184731	FAM110C	Homo sapiens	family with sequence similarity 110 member C(FAM110C)
ENSG00000160781	PAQR6	Homo sapiens	progestin and adipoQ receptor family member 6(PAQR6)
ENSG00000184730	APOBR	Homo sapiens	apolipoprotein B receptor(APOBR)
ENSG00000126860	EVI2A	Homo sapiens	ecotropic viral integration site 2A(EVI2A)
ENSG00000147789	ZNF7	Homo sapiens	zinc finger protein 7(ZNF7)
ENSG00000125531	FNDC11	Homo sapiens	fibronectin type III domain containing 11(FNDC11)
ENSG00000124201	ZNFX1	Homo sapiens	zinc finger NFX1-type containing 1(ZNFX1)
ENSG00000163818	LZTFL1	Homo sapiens	leucine zipper transcription factor like 1(LZTFL1)
ENSG00000158428	CATIP	Homo sapiens	ciliogenesis associated TTC17 interacting protein(CATIP)
ENSG00000241878	PISD	Homo sapiens	phosphatidylserine decarboxylase(PISD)
ENSG00000261488	TBILA	Homo sapiens	TGF-beta induced lncRNA(TBILA)
ENSG00000154065	ANKRD29	Homo sapiens	ankyrin repeat domain 29(ANKRD29)
ENSG00000235194	PPP1R3E	Homo sapiens	protein phosphatase 1 regulatory subunit 3E(PPP1R3E)
ENSG00000133121	STARD13	Homo sapiens	StAR related lipid transfer domain containing 13(STARD13)
ENSG00000080986	NDC80	Homo sapiens	NDC80 kinetochore complex component(NDC80)
ENSG00000065357	DGKA	Homo sapiens	diacylglycerol kinase alpha(DGKA)
ENSG00000134453	RBM17	Homo sapiens	RNA binding motif protein 17(RBM17)
ENSG00000159753	CARMIL2	Homo sapiens	capping protein regulator and myosin 1 linker 2(CARMIL2)
ENSG00000113555	PCDH12	Homo sapiens	protocadherin 12(PCDH12)
ENSG00000158423	RIBC1	Homo sapiens	RIB43A domain with coiled-coils 1(RIBC1)
ENSG00000171444	MCC	Homo sapiens	MCC regulator of WNT signaling pathway(MCC)
ENSG00000169126	ODAD2	Homo sapiens	outer dynein arm docking complex subunit 2(ODAD2)
ENSG00000089327	FXYD5	Homo sapiens	FXYD domain containing ion transport regulator 5(FXYD5)
ENSG00000163823	CCR1	Homo sapiens	C-C motif chemokine receptor 1(CCR1)
ENSG00000178075	GRAMD1C	Homo sapiens	GRAM domain containing 1C(GRAMD1C)
ENSG00000092969	TGFB2	Homo sapiens	transforming growth factor beta 2(TGFB2)
ENSG00000163827	LRRC2	Homo sapiens	leucine rich repeat containing 2(LRRC2)
ENSG00000169131	ZNF354A	Homo sapiens	zinc finger protein 354A(ZNF354A)
ENSG00000138823	MTTP	Homo sapiens	microsomal triglyceride transfer protein(MTTP)
ENSG00000044446	PHKA2	Homo sapiens	phosphorylase kinase regulatory subunit alpha 2(PHKA2)
ENSG00000133131	MORC4	Homo sapiens	MORC family CW-type zinc finger 4(MORC4)
ENSG00000171456	ASXL1	Homo sapiens	ASXL transcriptional regulator 1(ASXL1)
ENSG00000196735	HLA-DQA1	Homo sapiens	major histocompatibility complex, class II, DQ alpha 1(HLA-DQA1)
ENSG00000121152	NCAPH	Homo sapiens	non-SMC condensin I complex subunit H(NCAPH)
ENSG00000122483	CCDC18	Homo sapiens	coiled-coil domain containing 18(CCDC18)
ENSG00000184752	NDUFA12	Homo sapiens	NADH:ubiquinone oxidoreductase subunit A12(NDUFA12)
ENSG00000183423	LRIT3	Homo sapiens	leucine rich repeat, Ig-like and transmembrane domains 3(LRIT3)
ENSG00000070761	CFAP20	Homo sapiens	cilia and flagella associated protein 20(CFAP20)
ENSG00000214279	SCART1	Homo sapiens	scavenger receptor family member expressed on T cells 1(SCART1)
ENSG00000024862	CCDC28A	Homo sapiens	coiled-coil domain containing 28A(CCDC28A)
ENSG00000133106	EPSTI1	Homo sapiens	epithelial stromal interaction 1(EPSTI1)
ENSG00000111799	COL12A1	Homo sapiens	collagen type XII alpha 1 chain(COL12A1)
ENSG00000018189	RUFY3	Homo sapiens	RUN and FYVE domain containing 3(RUFY3)
ENSG00000171462	DLK2	Homo sapiens	delta like non-canonical Notch ligand 2(DLK2)
ENSG00000133104	SPART	Homo sapiens	spartin(SPART)
ENSG00000135763	URB2	Homo sapiens	URB2 ribosome biogenesis homolog(URB2)
ENSG00000079102	RUNX1T1	Homo sapiens	RUNX1 partner transcriptional co-repressor 1(RUNX1T1)
ENSG00000109475	RPL34	Homo sapiens	ribosomal protein L34(RPL34)
ENSG00000117091	CD48	Homo sapiens	CD48 molecule(CD48)
ENSG00000117090	SLAMF1	Homo sapiens	signaling lymphocytic activation molecule family member 1(SLAMF1)
ENSG00000163840	DTX3L	Homo sapiens	deltex E3 ubiquitin ligase 3L(DTX3L)
ENSG00000184787	UBE2G2	Homo sapiens	ubiquitin conjugating enzyme E2 G2(UBE2G2)
ENSG00000088053	GP6	Homo sapiens	glycoprotein VI platelet(GP6)
ENSG00000162511	LAPTM5	Homo sapiens	lysosomal protein transmembrane 5(LAPTM5)
ENSG00000155368	DBI	Homo sapiens	diazepam binding inhibitor, acyl-CoA binding protein(DBI)
ENSG00000235142	LINC02532	Homo sapiens	long intergenic non-protein coding RNA 2532(LINC02532)
ENSG00000256061	DNAAF4	Homo sapiens	dynein axonemal assembly factor 4(DNAAF4)
ENSG00000133110	POSTN	Homo sapiens	periostin(POSTN)
ENSG00000110455	ACCS	Homo sapiens	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)(ACCS)
ENSG00000111785	RIC8B	Homo sapiens	RIC8 guanine nucleotide exchange factor B(RIC8B)
ENSG00000133115	STOML3	Homo sapiens	stomatin like 3(STOML3)
ENSG00000196757	ZNF700	Homo sapiens	zinc finger protein 700(ZNF700)
ENSG00000135775	COG2	Homo sapiens	component of oligomeric golgi complex 2(COG2)
ENSG00000133112	TPT1	Homo sapiens	tumor protein, translationally-controlled 1(TPT1)
ENSG00000143382	ADAMTSL4	Homo sapiens	ADAMTS like 4(ADAMTSL4)
ENSG00000261408	TEN1-CDK3	Homo sapiens	TEN1-CDK3 readthrough (NMD candidate)(TEN1-CDK3)
ENSG00000146410	MTFR2	Homo sapiens	mitochondrial fission regulator 2(MTFR2)
ENSG00000162526	TSSK3	Homo sapiens	testis specific serine kinase 3(TSSK3)
ENSG00000159714	ZDHHC1	Homo sapiens	zinc finger DHHC-type containing 1(ZDHHC1)
ENSG00000134419	RPS15A	Homo sapiens	ribosomal protein S15a(RPS15A)
ENSG00000135740	SLC9A5	Homo sapiens	solute carrier family 9 member A5(SLC9A5)
ENSG00000130052	STARD8	Homo sapiens	StAR related lipid transfer domain containing 8(STARD8)
ENSG00000171488	LRRC8C	Homo sapiens	leucine rich repeat containing 8 VRAC subunit C(LRRC8C)
ENSG00000159713	TPPP3	Homo sapiens	tubulin polymerization promoting protein family member 3(TPPP3)
ENSG00000143379	SETDB1	Homo sapiens	SET domain bifurcated histone lysine methyltransferase 1(SETDB1)
ENSG00000270362	HMGN3-AS1	Homo sapiens	HMGN3 antisense RNA 1(HMGN3-AS1)
ENSG00000205307	SAP25	Homo sapiens	Sin3A associated protein 25(SAP25)
ENSG00000088038	CNOT3	Homo sapiens	CCR4-NOT transcription complex subunit 3(CNOT3)
ENSG00000163867	ZMYM6	Homo sapiens	zinc finger MYM-type containing 6(ZMYM6)
ENSG00000100201	DDX17	Homo sapiens	DEAD-box helicase 17(DDX17)
ENSG00000235162	C12orf75	Homo sapiens	chromosome 12 open reading frame 75(C12orf75)
ENSG00000008988	RPS20	Homo sapiens	ribosomal protein S20(RPS20)
ENSG00000129071	MBD4	Homo sapiens	methyl-CpG binding domain 4, DNA glycosylase(MBD4)
ENSG00000175857	GAPT	Homo sapiens	GRB2 binding adaptor protein, transmembrane(GAPT)
ENSG00000154016	GRAP	Homo sapiens	GRB2 related adaptor protein(GRAP)
ENSG00000131398	KCNC3	Homo sapiens	potassium voltage-gated channel subfamily C member 3(KCNC3)
